date,store_id,item_id,units_sold,is_promo,is_holiday,day_of_week,is_weekend,true_anomaly
2024-06-24,4,2,31.9,0,0,0,0,0
2024-06-25,4,2,61.8,0,0,1,0,0
2024-06-26,4,2,38.6,0,0,2,0,0
2024-06-27,4,2,49.9,0,0,3,0,0
2024-06-28,4,2,38.8,0,0,4,0,0
2024-06-29,4,2,61.3,0,0,5,1,0
2024-06-30,4,2,54.4,0,0,6,1,0
2024-07-01,4,2,38.8,0,0,0,0,0
2024-07-02,4,2,32.4,0,0,1,0,0
2024-07-03,4,2,77.9,1,0,2,0,0
2024-07-04,4,2,85.8,0,1,3,0,0
2024-07-05,4,2,55.6,0,0,4,0,0
2024-07-06,4,2,51.8,0,0,5,1,0
2024-07-07,4,2,51.8,0,0,6,1,0
2024-07-08,4,2,47.0,0,0,0,0,0
2024-07-09,4,2,48.8,0,0,1,0,0
2024-07-10,4,2,48.7,0,0,2,0,0
2024-07-11,4,2,44.4,0,0,3,0,0
2024-07-12,4,2,45.1,0,0,4,0,0
2024-07-13,4,2,57.4,0,0,5,1,0
2024-07-14,4,2,30.2,0,0,6,1,0
2024-07-15,4,2,44.8,0,0,0,0,0
2024-07-16,4,2,57.0,0,0,1,0,0
2024-07-17,4,2,63.4,0,0,2,0,0
2024-07-18,4,2,61.2,0,0,3,0,0
2024-07-19,4,2,50.1,0,0,4,0,0
2024-07-20,4,2,46.3,0,0,5,1,0
2024-07-21,4,2,54.6,0,0,6,1,0
2024-07-22,4,2,41.6,0,0,0,0,0
2024-07-23,4,2,34.9,0,0,1,0,0
2024-07-24,4,2,39.9,0,0,2,0,0
2024-07-25,4,2,42.2,0,0,3,0,0
2024-07-26,4,2,35.3,0,0,4,0,0
2024-07-27,4,2,74.7,0,0,5,1,0
2024-07-28,4,2,70.6,0,0,6,1,0
2024-07-29,4,2,49.7,0,0,0,0,0
2024-07-30,4,2,54.4,0,0,1,0,0
2024-07-31,4,2,53.7,0,0,2,0,0
2024-08-01,4,2,42.9,0,0,3,0,0
2024-08-02,4,2,69.9,0,0,4,0,0
2024-08-03,4,2,53.5,0,0,5,1,0
2024-08-04,4,2,41.6,0,0,6,1,0
2024-08-05,4,2,53.0,0,0,0,0,0
2024-08-06,4,2,57.5,0,0,1,0,0
2024-08-07,4,2,48.4,0,0,2,0,0
2024-08-08,4,2,117.6,1,0,3,0,0
2024-08-09,4,2,54.0,0,0,4,0,0
2024-08-10,4,2,54.0,0,0,5,1,0
2024-08-11,4,2,57.4,0,0,6,1,0
2024-08-12,4,2,54.2,0,0,0,0,0
2024-08-13,4,2,53.7,0,0,1,0,0
2024-08-14,4,2,66.5,0,0,2,0,0
2024-08-15,4,2,62.5,0,0,3,0,0
2024-08-16,4,2,35.9,0,0,4,0,0
2024-08-17,4,2,64.7,0,0,5,1,0
2024-08-18,4,2,49.9,0,0,6,1,0
2024-08-19,4,2,70.6,0,0,0,0,0
2024-08-20,4,2,43.3,0,0,1,0,0
2024-08-21,4,2,56.9,0,0,2,0,0
2024-08-22,4,2,46.8,0,0,3,0,0
2024-08-23,4,2,32.3,0,0,4,0,0
2024-08-24,4,2,51.0,0,0,5,1,0
2024-08-25,4,2,65.9,0,0,6,1,0
2024-08-26,4,2,62.5,0,0,0,0,0
2024-08-27,4,2,62.4,0,0,1,0,0
2024-08-28,4,2,40.7,0,0,2,0,0
2024-08-29,4,2,60.4,0,0,3,0,0
2024-08-30,4,2,68.3,0,0,4,0,0
2024-08-31,4,2,79.2,0,0,5,1,0
2024-09-01,4,2,66.4,0,0,6,1,0
2024-09-02,4,2,58.4,0,0,0,0,0
2024-09-03,4,2,59.9,0,0,1,0,0
2024-09-04,4,2,135.8,1,0,2,0,0
2024-09-05,4,2,79.5,0,0,3,0,0
2024-09-06,4,2,66.9,0,0,4,0,0
2024-09-07,4,2,74.9,0,0,5,1,0
2024-09-08,4,2,74.0,0,0,6,1,0
2024-09-09,4,2,60.8,0,0,0,0,0
2024-09-10,4,2,113.0,1,0,1,0,0
2024-09-11,4,2,53.9,0,0,2,0,0
2024-09-12,4,2,85.8,0,0,3,0,0
2024-09-13,4,2,51.0,0,0,4,0,0
2024-09-14,4,2,97.6,0,0,5,1,0
2024-09-15,4,2,41.7,0,0,6,1,0
2024-09-16,4,2,58.5,0,0,0,0,0
2024-09-17,4,2,57.9,0,0,1,0,0
2024-09-18,4,2,118.2,1,0,2,0,0
2024-09-19,4,2,58.2,0,0,3,0,0
2024-09-20,4,2,81.7,0,0,4,0,0
2024-09-21,4,2,75.5,0,0,5,1,0
2024-09-22,4,2,62.7,0,0,6,1,0
2024-09-23,4,2,51.3,0,0,0,0,0
2024-09-24,4,2,58.2,0,0,1,0,0
2024-09-25,4,2,74.8,0,0,2,0,0
2024-09-26,4,2,77.7,0,0,3,0,0
2024-09-27,4,2,49.1,0,0,4,0,0
2024-09-28,4,2,68.6,0,0,5,1,0
2024-09-29,4,2,64.4,0,0,6,1,0
2024-09-30,4,2,62.6,0,0,0,0,0
2024-10-01,4,2,80.4,0,0,1,0,0
2024-10-02,4,2,69.7,0,0,2,0,0
2024-10-03,4,2,75.4,0,0,3,0,0
2024-10-04,4,2,8.5,0,0,4,0,1
2024-10-05,4,2,5.6,0,0,5,1,1
2024-10-06,4,2,12.3,0,0,6,1,1
2024-10-07,4,2,70.1,0,0,0,0,0
2024-10-08,4,2,83.0,0,0,1,0,0
2024-10-09,4,2,71.7,0,0,2,0,0
2024-10-10,4,2,65.1,0,0,3,0,0
2024-10-11,4,2,47.2,0,0,4,0,0
2024-10-12,4,2,111.7,0,0,5,1,0
2024-10-13,4,2,86.8,0,0,6,1,0
2024-10-14,4,2,64.5,0,0,0,0,0
2024-10-15,4,2,70.0,0,0,1,0,0
2024-10-16,4,2,94.4,0,0,2,0,0
2024-10-17,4,2,87.2,0,0,3,0,0
2024-10-18,4,2,67.0,0,0,4,0,0
2024-10-19,4,2,100.0,0,0,5,1,0
2024-10-20,4,2,114.9,0,0,6,1,0
2024-10-21,4,2,78.8,0,0,0,0,0
2024-10-22,4,2,75.6,0,0,1,0,0
2024-10-23,4,2,41.7,0,0,2,0,0
2024-10-24,4,2,93.8,0,0,3,0,0
2024-10-25,4,2,58.6,0,0,4,0,0
2024-10-26,4,2,57.1,0,0,5,1,0
2024-10-27,4,2,58.6,0,0,6,1,0
2024-10-28,4,2,62.1,0,0,0,0,0
2024-10-29,4,2,83.6,0,0,1,0,0
2024-10-30,4,2,94.7,0,0,2,0,0
2024-10-31,4,2,81.9,0,0,3,0,0
2024-11-01,4,2,104.6,0,0,4,0,0
2024-11-02,4,2,88.2,0,0,5,1,0
2024-11-03,4,2,92.0,0,0,6,1,0
2024-11-04,4,2,47.3,0,0,0,0,0
2024-11-05,4,2,68.5,0,0,1,0,0
2024-11-06,4,2,44.8,0,0,2,0,0
2024-11-07,4,2,56.4,0,0,3,0,0
2024-11-08,4,2,89.1,0,0,4,0,0
2024-11-09,4,2,63.8,0,0,5,1,0
2024-11-10,4,2,66.1,0,0,6,1,0
2024-11-11,4,2,50.2,0,0,0,0,0
2024-11-12,4,2,92.7,0,0,1,0,0
2024-11-13,4,2,107.4,0,0,2,0,0
2024-11-14,4,2,78.9,0,0,3,0,0
2024-11-15,4,2,96.3,0,0,4,0,0
2024-11-16,4,2,76.3,0,0,5,1,0
2024-11-17,4,2,127.1,0,0,6,1,0
2024-11-18,4,2,69.0,0,0,0,0,0
2024-11-19,4,2,92.7,0,0,1,0,0
2024-11-20,4,2,81.1,0,0,2,0,0
2024-11-21,4,2,49.0,0,0,3,0,0
2024-11-22,4,2,66.8,0,0,4,0,0
2024-11-23,4,2,106.4,0,0,5,1,0
2024-11-24,4,2,113.6,1,0,6,1,0
2024-11-25,4,2,87.7,0,0,0,0,0
2024-11-26,4,2,58.2,0,0,1,0,0
2024-11-27,4,2,92.3,0,0,2,0,0
2024-11-28,4,2,95.1,0,1,3,0,0
2024-11-29,4,2,9.9,0,0,4,0,1
2024-11-30,4,2,5.6,0,0,5,1,1
2024-12-01,4,2,10.3,0,0,6,1,1
2024-12-02,4,2,7.8,0,0,0,0,1
2024-12-03,4,2,91.4,0,0,1,0,0
2024-12-04,4,2,79.8,0,0,2,0,0
2024-12-05,4,2,62.8,0,0,3,0,0
2024-12-06,4,2,101.6,0,0,4,0,0
2024-12-07,4,2,78.3,0,0,5,1,0
2024-12-08,4,2,156.2,0,0,6,1,0
2024-12-09,4,2,63.6,0,0,0,0,0
2024-12-10,4,2,65.3,0,0,1,0,0
2024-12-11,4,2,91.1,0,0,2,0,0
2024-12-12,4,2,94.9,0,0,3,0,0
2024-12-13,4,2,67.8,0,0,4,0,0
2024-12-14,4,2,259.9,1,0,5,1,0
2024-12-15,4,2,114.1,0,0,6,1,0
2024-12-16,4,2,81.0,0,0,0,0,0
2024-12-17,4,2,92.5,0,0,1,0,0
2024-12-18,4,2,107.3,0,0,2,0,0
2024-12-19,4,2,114.5,0,0,3,0,0
2024-12-20,4,2,89.2,0,0,4,0,0
2024-12-21,4,2,78.7,0,0,5,1,0
2024-12-22,4,2,79.1,0,0,6,1,0
2024-12-23,4,2,60.5,0,0,0,0,0
2024-12-24,4,2,74.4,0,0,1,0,0
2024-12-25,4,2,138.6,0,1,2,0,0
2024-12-26,4,2,161.7,1,0,3,0,0
2024-12-27,4,2,106.3,0,0,4,0,0
2024-12-28,4,2,60.9,0,0,5,1,0
2024-12-29,4,2,107.3,0,0,6,1,0
2024-12-30,4,2,169.8,1,0,0,0,0
2024-12-31,4,2,35.5,0,0,1,0,0
2022-01-01,4,3,355.7,0,1,5,1,0
2022-01-02,4,3,202.0,0,0,6,1,0
2022-01-03,4,3,204.9,0,0,0,0,0
2022-01-04,4,3,270.3,0,0,1,0,0
2022-01-05,4,3,191.3,0,0,2,0,0
2022-01-06,4,3,174.1,0,0,3,0,0
2022-01-07,4,3,174.0,0,0,4,0,0
2022-01-08,4,3,274.6,0,0,5,1,0
2022-01-09,4,3,212.3,0,0,6,1,0
2022-01-10,4,3,229.6,0,0,0,0,0
2022-01-11,4,3,148.8,0,0,1,0,0
2022-01-12,4,3,199.0,0,0,2,0,0
2022-01-13,4,3,211.8,0,0,3,0,0
2022-01-14,4,3,214.4,0,0,4,0,0
2022-01-15,4,3,265.4,0,0,5,1,0
2022-01-16,4,3,250.6,0,0,6,1,0
2022-01-17,4,3,224.6,0,0,0,0,0
2022-01-18,4,3,165.8,0,0,1,0,0
2022-01-19,4,3,175.1,0,0,2,0,0
2022-01-20,4,3,181.5,0,0,3,0,0
2022-01-21,4,3,232.7,0,0,4,0,0
2022-01-22,4,3,255.9,0,0,5,1,0
2022-01-23,4,3,263.0,0,0,6,1,0
2022-01-24,4,3,186.7,0,0,0,0,0
2022-01-25,4,3,213.5,0,0,1,0,0
2022-01-26,4,3,149.0,0,0,2,0,0
2022-01-27,4,3,179.7,0,0,3,0,0
2022-01-28,4,3,184.6,0,0,4,0,0
2022-01-29,4,3,221.7,0,0,5,1,0
2022-01-30,4,3,226.5,0,0,6,1,0
2022-01-31,4,3,204.2,0,0,0,0,0
2022-02-01,4,3,195.5,0,0,1,0,0
2022-02-02,4,3,220.7,0,0,2,0,0
2022-02-03,4,3,132.7,0,0,3,0,0
2022-02-04,4,3,409.9,1,0,4,0,0
2022-02-05,4,3,213.0,0,0,5,1,0
2022-02-06,4,3,499.9,1,0,6,1,0
2022-02-07,4,3,175.8,0,0,0,0,0
2022-02-08,4,3,196.2,0,0,1,0,0
2022-02-09,4,3,157.6,0,0,2,0,0
2022-02-10,4,3,153.5,0,0,3,0,0
2022-02-11,4,3,200.3,0,0,4,0,0
2022-02-12,4,3,143.6,0,0,5,1,0
2022-02-13,4,3,190.5,0,0,6,1,0
2022-02-14,4,3,203.6,0,0,0,0,0
2022-02-15,4,3,172.4,0,0,1,0,0
2022-02-16,4,3,159.8,0,0,2,0,0
2022-02-17,4,3,221.4,0,0,3,0,0
2022-02-18,4,3,229.8,0,0,4,0,0
2022-02-19,4,3,226.3,0,0,5,1,0
2022-02-20,4,3,266.3,0,0,6,1,0
2022-02-21,4,3,218.6,0,0,0,0,0
2022-02-22,4,3,178.9,0,0,1,0,0
2022-02-23,4,3,165.8,0,0,2,0,0
2022-02-24,4,3,180.4,0,0,3,0,0
2022-02-25,4,3,141.0,0,0,4,0,0
2022-02-26,4,3,239.0,0,0,5,1,0
2022-02-27,4,3,210.2,0,0,6,1,0
2022-02-28,4,3,177.2,0,0,0,0,0
2022-03-01,4,3,176.2,0,0,1,0,0
2022-03-02,4,3,276.4,1,0,2,0,0
2022-03-03,4,3,173.0,0,0,3,0,0
2022-03-04,4,3,139.8,0,0,4,0,0
2022-03-05,4,3,201.0,0,0,5,1,0
2022-03-06,4,3,181.0,0,0,6,1,0
2022-03-07,4,3,150.0,0,0,0,0,0
2022-03-08,4,3,116.0,0,0,1,0,0
2022-03-09,4,3,159.5,0,0,2,0,0
2022-03-10,4,3,180.8,0,0,3,0,0
2022-03-11,4,3,172.7,0,0,4,0,0
2022-03-12,4,3,242.0,0,0,5,1,0
2022-03-13,4,3,180.7,0,0,6,1,0
2022-03-14,4,3,155.1,0,0,0,0,0
2022-03-15,4,3,187.2,0,0,1,0,0
2022-03-16,4,3,162.9,0,0,2,0,0
2022-03-17,4,3,303.4,1,0,3,0,0
2022-03-18,4,3,212.5,0,0,4,0,0
2022-03-19,4,3,196.1,0,0,5,1,0
2022-03-20,4,3,188.6,0,0,6,1,0
2022-03-21,4,3,138.6,0,0,0,0,0
2022-03-22,4,3,154.0,0,0,1,0,0
2022-03-23,4,3,182.9,0,0,2,0,0
2022-03-24,4,3,172.0,0,0,3,0,0
2022-03-25,4,3,190.4,0,0,4,0,0
2022-03-26,4,3,207.0,0,0,5,1,0
2022-03-27,4,3,133.7,0,0,6,1,0
2022-03-28,4,3,169.9,0,0,0,0,0
2022-03-29,4,3,157.6,0,0,1,0,0
2022-03-30,4,3,154.5,0,0,2,0,0
2022-03-31,4,3,180.3,0,0,3,0,0
2022-04-01,4,3,147.0,0,0,4,0,0
2022-04-02,4,3,205.9,0,0,5,1,0
2022-04-03,4,3,160.4,0,0,6,1,0
2022-04-04,4,3,118.2,0,0,0,0,0
2022-04-05,4,3,137.2,0,0,1,0,0
2022-04-06,4,3,142.5,0,0,2,0,0
2022-04-07,4,3,159.9,0,0,3,0,0
2022-04-08,4,3,124.6,0,0,4,0,0
2022-04-09,4,3,400.9,1,0,5,1,0
2022-04-10,4,3,157.6,0,0,6,1,0
2022-04-11,4,3,143.5,0,0,0,0,0
2022-04-12,4,3,144.8,0,0,1,0,0
2022-04-13,4,3,149.8,0,0,2,0,0
2022-04-14,4,3,152.1,0,0,3,0,0
2022-04-15,4,3,187.8,0,0,4,0,0
2022-04-16,4,3,161.7,0,0,5,1,0
2022-04-17,4,3,183.7,0,0,6,1,0
2022-04-18,4,3,138.3,0,0,0,0,0
2022-04-19,4,3,158.6,0,0,1,0,0
2022-04-20,4,3,147.3,0,0,2,0,0
2022-04-21,4,3,142.0,0,0,3,0,0
2022-04-22,4,3,108.0,0,0,4,0,0
2022-04-23,4,3,159.4,0,0,5,1,0
2022-04-24,4,3,145.9,0,0,6,1,0
2022-04-25,4,3,126.2,0,0,0,0,0
2022-04-26,4,3,118.4,0,0,1,0,0
2022-04-27,4,3,123.5,0,0,2,0,0
2022-04-28,4,3,124.9,0,0,3,0,0
2022-04-29,4,3,124.6,0,0,4,0,0
2022-04-30,4,3,157.2,0,0,5,1,0
2022-05-01,4,3,141.7,0,0,6,1,0
2022-05-02,4,3,130.5,0,0,0,0,0
2022-05-03,4,3,112.6,0,0,1,0,0
2022-05-04,4,3,117.5,0,0,2,0,0
2022-05-05,4,3,126.9,0,0,3,0,0
2022-05-06,4,3,80.6,0,0,4,0,0
2022-05-07,4,3,213.9,0,0,5,1,0
2022-05-08,4,3,168.9,0,0,6,1,0
2022-05-09,4,3,130.8,0,0,0,0,0
2022-05-10,4,3,115.3,0,0,1,0,0
2022-05-11,4,3,125.5,0,0,2,0,0
2022-05-12,4,3,102.1,0,0,3,0,0
2022-05-13,4,3,131.1,0,0,4,0,0
2022-05-14,4,3,116.1,0,0,5,1,0
2022-05-15,4,3,124.5,0,0,6,1,0
2022-05-16,4,3,108.7,0,0,0,0,0
2022-05-17,4,3,146.0,0,0,1,0,0
2022-05-18,4,3,101.0,0,0,2,0,0
2022-05-19,4,3,124.7,0,0,3,0,0
2022-05-20,4,3,83.9,0,0,4,0,0
2022-05-21,4,3,148.0,0,0,5,1,0
2022-05-22,4,3,182.9,0,0,6,1,0
2022-05-23,4,3,125.2,0,0,0,0,0
2022-05-24,4,3,82.2,0,0,1,0,0
2022-05-25,4,3,116.6,0,0,2,0,0
2022-05-26,4,3,107.8,0,0,3,0,0
2022-05-27,4,3,242.8,1,0,4,0,0
2022-05-28,4,3,141.0,0,0,5,1,0
2022-05-29,4,3,113.4,0,0,6,1,0
2022-05-30,4,3,111.3,0,0,0,0,0
2022-05-31,4,3,101.9,0,0,1,0,0
2022-06-01,4,3,78.1,0,0,2,0,0
2022-06-02,4,3,109.4,0,0,3,0,0
2022-06-03,4,3,111.8,0,0,4,0,0
2022-06-04,4,3,146.7,0,0,5,1,0
2022-06-05,4,3,158.7,0,0,6,1,0
2022-06-06,4,3,106.2,0,0,0,0,0
2022-06-07,4,3,86.8,0,0,1,0,0
2022-06-08,4,3,96.8,0,0,2,0,0
2022-06-09,4,3,109.2,0,0,3,0,0
2022-06-10,4,3,128.0,0,0,4,0,0
2022-06-11,4,3,136.2,0,0,5,1,0
2022-06-12,4,3,133.1,0,0,6,1,0
2022-06-13,4,3,104.6,0,0,0,0,0
2022-06-14,4,3,107.8,0,0,1,0,0
2022-06-15,4,3,136.9,0,0,2,0,0
2022-06-16,4,3,106.1,0,0,3,0,0
2022-06-17,4,3,103.2,0,0,4,0,0
2022-06-18,4,3,134.4,0,0,5,1,0
2022-06-19,4,3,120.6,0,0,6,1,0
2022-06-20,4,3,82.9,0,0,0,0,0
2022-06-21,4,3,80.1,0,0,1,0,0
2022-06-22,4,3,95.2,0,0,2,0,0
2022-06-23,4,3,123.7,0,0,3,0,0
2022-06-24,4,3,123.3,0,0,4,0,0
2022-06-25,4,3,111.2,0,0,5,1,0
2022-06-26,4,3,129.0,0,0,6,1,0
2022-06-27,4,3,107.4,0,0,0,0,0
2022-06-28,4,3,94.5,0,0,1,0,0
2022-06-29,4,3,124.7,0,0,2,0,0
2022-06-30,4,3,116.5,0,0,3,0,0
2022-07-01,4,3,110.4,0,0,4,0,0
2022-07-02,4,3,132.6,0,0,5,1,0
2022-07-03,4,3,102.2,0,0,6,1,0
2022-07-04,4,3,200.2,0,1,0,0,0
2022-07-05,4,3,113.6,0,0,1,0,0
2022-07-06,4,3,111.0,0,0,2,0,0
2022-07-07,4,3,94.0,0,0,3,0,0
2022-07-08,4,3,95.3,0,0,4,0,0
2022-07-09,4,3,140.5,0,0,5,1,0
2022-07-10,4,3,151.9,0,0,6,1,0
2022-07-11,4,3,130.9,0,0,0,0,0
2022-07-12,4,3,94.3,0,0,1,0,0
2022-07-13,4,3,103.0,0,0,2,0,0
2022-07-14,4,3,74.1,0,0,3,0,0
2022-07-15,4,3,68.7,0,0,4,0,0
2022-07-16,4,3,141.9,0,0,5,1,0
2022-07-17,4,3,116.3,0,0,6,1,0
2022-07-18,4,3,76.3,0,0,0,0,0
2022-07-19,4,3,88.7,0,0,1,0,0
2022-07-20,4,3,111.5,0,0,2,0,0
2022-07-21,4,3,112.3,0,0,3,0,0
2022-07-22,4,3,82.0,0,0,4,0,0
2022-07-23,4,3,157.2,0,0,5,1,0
2022-07-24,4,3,120.8,0,0,6,1,0
2022-07-25,4,3,111.7,0,0,0,0,0
2022-07-26,4,3,108.3,0,0,1,0,0
2022-07-27,4,3,107.8,0,0,2,0,0
2022-07-28,4,3,93.9,0,0,3,0,0
2022-07-29,4,3,108.2,0,0,4,0,0
2022-07-30,4,3,141.3,0,0,5,1,0
2022-07-31,4,3,132.7,0,0,6,1,0
2022-08-01,4,3,111.1,0,0,0,0,0
2022-08-02,4,3,127.1,0,0,1,0,0
2022-08-03,4,3,102.9,0,0,2,0,0
2022-08-04,4,3,120.9,0,0,3,0,0
2022-08-05,4,3,107.7,0,0,4,0,0
2022-08-06,4,3,167.4,0,0,5,1,0
2022-08-07,4,3,111.9,0,0,6,1,0
2022-08-08,4,3,133.0,0,0,0,0,0
2022-08-09,4,3,104.2,0,0,1,0,0
2022-08-10,4,3,147.0,0,0,2,0,0
2022-08-11,4,3,120.6,0,0,3,0,0
2022-08-12,4,3,127.8,0,0,4,0,0
2022-08-13,4,3,139.9,0,0,5,1,0
2022-08-14,4,3,283.7,1,0,6,1,0
2022-08-15,4,3,126.6,0,0,0,0,0
2022-08-16,4,3,113.6,0,0,1,0,0
2022-08-17,4,3,129.1,0,0,2,0,0
2022-08-18,4,3,61.3,0,0,3,0,0
2022-08-19,4,3,106.8,0,0,4,0,0
2022-08-20,4,3,148.1,0,0,5,1,0
2022-08-21,4,3,158.9,0,0,6,1,0
2022-08-22,4,3,135.6,0,0,0,0,0
2022-08-23,4,3,115.5,0,0,1,0,0
2022-08-24,4,3,113.7,0,0,2,0,0
2022-08-25,4,3,135.9,0,0,3,0,0
2022-08-26,4,3,141.4,0,0,4,0,0
2022-08-27,4,3,168.7,0,0,5,1,0
2022-08-28,4,3,150.1,0,0,6,1,0
2022-08-29,4,3,168.0,0,0,0,0,0
2022-08-30,4,3,125.4,0,0,1,0,0
2022-08-31,4,3,128.5,0,0,2,0,0
2022-09-01,4,3,154.3,0,0,3,0,0
2022-09-02,4,3,153.3,0,0,4,0,0
2022-09-03,4,3,313.5,1,0,5,1,0
2022-09-04,4,3,138.8,0,0,6,1,0
2022-09-05,4,3,130.0,0,0,0,0,0
2022-09-06,4,3,138.1,0,0,1,0,0
2022-09-07,4,3,165.1,0,0,2,0,0
2022-09-08,4,3,184.4,0,0,3,0,0
2022-09-09,4,3,119.6,0,0,4,0,0
2022-09-10,4,3,184.2,0,0,5,1,0
2022-09-11,4,3,146.1,0,0,6,1,0
2022-09-12,4,3,130.5,0,0,0,0,0
2022-09-13,4,3,117.2,0,0,1,0,0
2022-09-14,4,3,166.1,0,0,2,0,0
2022-09-15,4,3,139.6,0,0,3,0,0
2022-09-16,4,3,141.4,0,0,4,0,0
2022-09-17,4,3,171.9,0,0,5,1,0
2022-09-18,4,3,180.7,0,0,6,1,0
2022-09-19,4,3,146.1,0,0,0,0,0
2022-09-20,4,3,125.3,0,0,1,0,0
2022-09-21,4,3,106.1,0,0,2,0,0
2022-09-22,4,3,113.9,0,0,3,0,0
2022-09-23,4,3,108.8,0,0,4,0,0
2022-09-24,4,3,182.2,0,0,5,1,0
2022-09-25,4,3,157.6,0,0,6,1,0
2022-09-26,4,3,163.3,0,0,0,0,0
2022-09-27,4,3,149.0,0,0,1,0,0
2022-09-28,4,3,107.2,0,0,2,0,0
2022-09-29,4,3,137.2,0,0,3,0,0
2022-09-30,4,3,102.4,0,0,4,0,0
2022-10-01,4,3,277.5,1,0,5,1,0
2022-10-02,4,3,172.1,0,0,6,1,0
2022-10-03,4,3,128.8,0,0,0,0,0
2022-10-04,4,3,189.5,0,0,1,0,0
2022-10-05,4,3,166.3,0,0,2,0,0
2022-10-06,4,3,144.1,0,0,3,0,0
2022-10-07,4,3,182.6,0,0,4,0,0
2022-10-08,4,3,164.5,0,0,5,1,0
2022-10-09,4,3,182.8,0,0,6,1,0
2022-10-10,4,3,172.9,0,0,0,0,0
2022-10-11,4,3,130.5,0,0,1,0,0
2022-10-12,4,3,170.9,0,0,2,0,0
2022-10-13,4,3,163.0,0,0,3,0,0
2022-10-14,4,3,170.4,0,0,4,0,0
2022-10-15,4,3,248.0,0,0,5,1,0
2022-10-16,4,3,211.4,0,0,6,1,0
2022-10-17,4,3,162.5,0,0,0,0,0
2022-10-18,4,3,126.3,0,0,1,0,0
2022-10-19,4,3,298.7,1,0,2,0,0
2022-10-20,4,3,150.9,0,0,3,0,0
2022-10-21,4,3,159.8,0,0,4,0,0
2022-10-22,4,3,190.5,0,0,5,1,0
2022-10-23,4,3,219.5,0,0,6,1,0
2022-10-24,4,3,141.7,0,0,0,0,0
2022-10-25,4,3,170.6,0,0,1,0,0
2022-10-26,4,3,141.8,0,0,2,0,0
2022-10-27,4,3,124.5,0,0,3,0,0
2022-10-28,4,3,159.7,0,0,4,0,0
2022-10-29,4,3,224.5,0,0,5,1,0
2022-10-30,4,3,188.2,0,0,6,1,0
2022-10-31,4,3,173.2,0,0,0,0,0
2022-11-01,4,3,161.8,0,0,1,0,0
2022-11-02,4,3,146.2,0,0,2,0,0
2022-11-03,4,3,185.6,0,0,3,0,0
2022-11-04,4,3,156.7,0,0,4,0,0
2022-11-05,4,3,228.2,0,0,5,1,0
2022-11-06,4,3,172.5,0,0,6,1,0
2022-11-07,4,3,178.1,0,0,0,0,0
2022-11-08,4,3,190.9,0,0,1,0,0
2022-11-09,4,3,184.8,0,0,2,0,0
2022-11-10,4,3,199.0,0,0,3,0,0
2022-11-11,4,3,193.5,0,0,4,0,0
2022-11-12,4,3,231.8,0,0,5,1,0
2022-11-13,4,3,249.9,0,0,6,1,0
2022-11-14,4,3,169.6,0,0,0,0,0
2022-11-15,4,3,193.0,0,0,1,0,0
2022-11-16,4,3,180.9,0,0,2,0,0
2022-11-17,4,3,228.3,0,0,3,0,0
2022-11-18,4,3,188.5,0,0,4,0,0
2022-11-19,4,3,186.1,0,0,5,1,0
2022-11-20,4,3,236.4,0,0,6,1,0
2022-11-21,4,3,285.2,1,0,0,0,0
2022-11-22,4,3,202.6,0,0,1,0,0
2022-11-23,4,3,203.6,0,0,2,0,0
2022-11-24,4,3,270.0,0,1,3,0,0
2022-11-25,4,3,157.9,0,0,4,0,0
2022-11-26,4,3,236.5,0,0,5,1,0
2022-11-27,4,3,202.9,0,0,6,1,0
2022-11-28,4,3,164.5,0,0,0,0,0
2022-11-29,4,3,173.7,0,0,1,0,0
2022-11-30,4,3,204.1,0,0,2,0,0
2022-12-01,4,3,148.4,0,0,3,0,0
2022-12-02,4,3,168.3,0,0,4,0,0
2022-12-03,4,3,569.3,1,0,5,1,0
2022-12-04,4,3,302.1,0,0,6,1,0
2022-12-05,4,3,222.2,0,0,0,0,0
2022-12-06,4,3,191.2,0,0,1,0,0
2022-12-07,4,3,210.7,0,0,2,0,0
2022-12-08,4,3,180.3,0,0,3,0,0
2022-12-09,4,3,117.8,0,0,4,0,0
2022-12-10,4,3,219.9,0,0,5,1,0
2022-12-11,4,3,223.6,0,0,6,1,0
2022-12-12,4,3,192.8,0,0,0,0,0
2022-12-13,4,3,205.5,0,0,1,0,0
2022-12-14,4,3,237.7,0,0,2,0,0
2022-12-15,4,3,193.8,0,0,3,0,0
2022-12-16,4,3,165.7,0,0,4,0,0
2022-12-17,4,3,235.1,0,0,5,1,0
2022-12-18,4,3,264.2,0,0,6,1,0
2022-12-19,4,3,190.8,0,0,0,0,0
2022-12-20,4,3,172.0,0,0,1,0,0
2022-12-21,4,3,375.8,1,0,2,0,0
2022-12-22,4,3,163.0,0,0,3,0,0
2022-12-23,4,3,170.4,0,0,4,0,0
2022-12-24,4,3,257.9,0,0,5,1,0
2022-12-25,4,3,346.5,0,1,6,1,0
2022-12-26,4,3,185.3,0,0,0,0,0
2022-12-27,4,3,195.7,0,0,1,0,0
2022-12-28,4,3,194.2,0,0,2,0,0
2022-12-29,4,3,168.6,0,0,3,0,0
2022-12-30,4,3,204.6,0,0,4,0,0
2022-12-31,4,3,212.7,0,0,5,1,0
2023-01-01,4,3,482.8,0,1,6,1,0
2023-01-02,4,3,184.5,0,0,0,0,0
